product_id,title,subtitle,description,category,url,price,weight,images,consume_advice,ingredients,nutritional values,allergens,vegan,price per kilo,product_availability
discovery-box-45-pieces,Discovery Box - 45 pieces - 45 pieces,Discovery Box,"The Discovery box contains a delicious assortment of La Manufacture s chocolates for those exploring the range for the first time, or for the amateur of variety. Single-Origin dark chocolate Ganaches, Pralin s ""  l'Ancienne"" and Flavored Ganaches... unique tastes and an array of textures that tempt the palate into answering the call of indulgence...",Boxes,https://www.lechocolat-alainducasse.com/uk/discovery-box-45-pieces,£54.17,380g,['https://www.lechocolat-alainducasse.com/uk/3342/discovery-box-45-pieces.jpg'],At its most delicious within 3 weeks of purchase,"Cocoa bean (Peru, Madagascar, Java, Venezuela, Trinidad), Cameroon coating, sugar, ALMONDS, cocoa butter, cream (MILK), HAZELNUTS, butter (MILK), PEANUTS, coconut, MILK powder, sweetener : Sorbitol, lime, blackcurrant puree (blackcurrant 90%, sugar), raspberry puree (raspberry 90%, sugar), dextrose, crêpe dentelle (of wich WHEAT, MILK, BARLEY), glucose syrup, PISTACHIOS, passion fruit, prune, fleur de sel, coffee, Armagnac (alcohol), emulsifier : sunflower lecithin, mint, water, candied lemons, blackcurrant cream (alcohol), raspberry brandy (alcohol), white chocolate (sugar, milk, cocoa butter, SOYA lecithin, vanilla), vanilla, gelling agent: yellow pectin, raspberry coloring, tea.",(for 100g): Energy value: 2184kJ/526kcal; fats: 38g (of which saturated fats: 19g); carbohydrates: 33g (of which sugars: 29g); proteins: 8.9g; salt: 0.22g,"All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£142.54 / Kg,Available in whole UK
discovery-box-30-pieces,Discovery Box - 30 pieces - 30 pieces,Discovery Box,"The Discovery box contains a delicious assortment of La Manufacture s chocolates for those exploring the range for the first time, or for the amateur of variety. Single-Origin dark chocolate Ganaches, Pralin s ""  l'Ancienne"" and Flavored Ganaches... unique tastes...This box of 30 pieces contains 25 flavours.",Valentine's Day,https://www.lechocolat-alainducasse.com/uk/discovery-box-30-pieces,£37.50,260g,['https://www.lechocolat-alainducasse.com/uk/3346/discovery-box-30-pieces.jpg'],At its most delicious within 3 weeks of purchase,"Sugar, cocoa beans (Peru, Madagascar, Java, Trinidad and Tobago, Venezuela, Cameroon), ALMONDS, cocoa butter, HAZELNUTS, cream (MILK), butter (MILK), coconut, MILK powder, PEANUTS, sweetener : Sorbitol, blackcurrant puree (blackcurrant 90%, sugar), raspberry, lime, dextrose, glucose syrup, crepe lace (of which WHEAT, MILK, BARLEY), Tonka bean, PISTACHIOS, passion fruit, flower of salt, coffee, mint, emulsifier: sunflower lecithin, water, lemons, blackcurrant cream (alcohol), raspberry brandy (alcohol), white chocolate (sugar, MILK, cocoa butter, SOYA lecithin, vanilla), vanilla, gelling agent: yellow pectin, raspberry coloring, tea.","Sugar, cocoa beans (Peru, Madagascar, Java, Trinidad and Tobago, Venezuela, Cameroon), ALMONDS, cocoa butter, HAZELNUTS, cream (MILK), butter (MILK), coconut, MILK powder, PEANUTS, sweetener : Sorbitol, blackcurrant puree (blackcurrant 90%, sugar), raspberry, lime, dextrose, glucose syrup, crepe lace (of which WHEAT, MILK, BARLEY), Tonka bean, PISTACHIOS, passion fruit, flower of salt, coffee, mint, emulsifier: sunflower lecithin, water, lemons, blackcurrant cream (alcohol), raspberry brandy (alcohol), white chocolate (sugar, MILK, cocoa butter, SOYA lecithin, vanilla), vanilla, gelling agent: yellow pectin, raspberry coloring, tea.","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£144.23 / Kg,Available in whole UK
perou-rustic-tradition-chocolate-bar-dark,Rustic Peru - 75% Dark Chocolate,Signature Bar,"A bar of dark chocolate made with beans originating from Peru. Not having undergone the conching stage,  making it closer to that of the bean.The Signature chocolate bars are the combination of a taste with a unique identity, discover recipes revealing the raw and pure character of our selected beans.",Bars,https://www.lechocolat-alainducasse.com/uk/perou-rustic-tradition-chocolate-bar-dark,£8.33,75g,"['https://www.lechocolat-alainducasse.com/uk/3276/perou-rustic-tradition-chocolate-bar-dark.jpg', 'https://www.lechocolat-alainducasse.com/uk/3651/perou-rustic-tradition-chocolate-bar-dark.jpg']",This product is best eaten within 18 months of purchase,"Cocoa beans Peru, unrefined sugar. Cocoa 75% minimum","For 100g : Energy 2228kJ/560538kcal ; Fat: 40g (incl. Saturated fats: 24g) ; Carbohydrates: 29g (incl. saturated fats: 24g) ; Protein: 8,9g ; Salt: 0,02g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,£106.67 / Kg,Available in whole UK
single-origin-bar-dark-peru-100,Extra Dark - Pure Cocoa,Signature Bar,"A refined and powerful dark chocolate, without added sugar, the pure flavour of cocoa beans originating from Peru, South America.The Signature chocolate bars are the combination of a taste with a unique identity, discover recipes revealing the raw and pure character of our selected beans.",Bars,https://www.lechocolat-alainducasse.com/uk/single-origin-bar-dark-peru-100,£8.33,75g,"['https://www.lechocolat-alainducasse.com/uk/3269/single-origin-bar-dark-peru-100.jpg', 'https://www.lechocolat-alainducasse.com/uk/3656/single-origin-bar-dark-peru-100.jpg']",This product is best eaten within 18 months of purchase,Cocoas beans (Perou 100%),"For 100g : Energy 2411kJ/585kcal ; Fat: 53g (incl. Saturated fats: 32g) ; Carbohydrates: 6g (incl. saturated fats: 0,5g) ; Protein: 12g ; Salt: 0,03g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,£106.67 / Kg,Available in whole UK
signature-bar-dark-the-blend-75,The Blend - 75% Dark Chocolate,Signature Bar,"The Manufacture invites you to discover its blend, a perfect balance between 4 crus cocoa beans - Peru, Ecuador, Madagascar, Sao Tome - for a unique signature chocolate bar!The Signature chocolate bars are the combination of a taste with a unique identity, discover recipes revealing the raw and pure character of our selected beans.",Mother's Day,https://www.lechocolat-alainducasse.com/uk/signature-bar-dark-the-blend-75,£8.33,75g,"['https://www.lechocolat-alainducasse.com/uk/3310/signature-bar-dark-the-blend-75.jpg', 'https://www.lechocolat-alainducasse.com/uk/3644/signature-bar-dark-the-blend-75.jpg']",This product is best eaten within 18 months of purchase,"Cocoa beans (Ecuador, Sao Tome, Madagascar, Peru), cocoa butter, sugar, emulsifier: non-GMO sunflower lecithin, sea salt. Cocoa : 75% minimum","For 100g: Energy 2243kJ/541kcal ; Fat: 41g (incl. Saturated fats: 25g) ; Carbohydrates: 28g (incl. saturated fats: 24g) ; Protein: 8,6g ; Salt: 0,07g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,£106.67 / Kg,Available in whole UK
tradition-bar-madagascar-milk-rustic,Rustic Madagascar - 45% Milk Chocolate,Signature Bar,"A bar of milk chocolate, with beans originating from Madagascar, Indian Ocean. Not having undergone the conching stage,  making it closer to that of the bean.The Signature chocolate bars are the combination of a taste with a unique identity, discover recipes revealing the raw and pure character of our selected beans.",Bars,https://www.lechocolat-alainducasse.com/uk/tradition-bar-madagascar-milk-rustic,£8.33,75g,"['https://www.lechocolat-alainducasse.com/uk/3277/tradition-bar-madagascar-milk-rustic.jpg', 'https://www.lechocolat-alainducasse.com/uk/3650/tradition-bar-madagascar-milk-rustic.jpg']",This product is best eaten within 18 months of purchase,"Cocoa beans, unrefined sugar, powdered milk, cocoa butter, fleur de sel. Cocoa 45% minimum","For 100g : Energy 2331kJ/560kcal ; Fat: 39g (incl. Saturated fats: 24g) ; Carbohydrates: 41g (incl. saturated fats: 39g) ; Protein: 9,1g ; Salt: 0,32g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£106.67 / Kg,Available in whole UK
vegan-chocolate-bar-coconut-milk-45,Coconut Milk - 45% Milk Chocolate,Signature Bar,"Discover this brand-new recipe of La Manufacture, 100% vegan and made with coconut milk & Cameroon cocoa beans, a sweet delight!",Bars,https://www.lechocolat-alainducasse.com/uk/vegan-chocolate-bar-coconut-milk-45,£7.50,75g,"['https://www.lechocolat-alainducasse.com/uk/3323/vegan-chocolate-bar-coconut-milk-45.jpg', 'https://www.lechocolat-alainducasse.com/uk/3639/vegan-chocolate-bar-coconut-milk-45.jpg']",At its most delicious within 6 months of purchase,"Cocoa beans (Cameroon), Coconut milk, Sugar, Cocoa butter, Emulsifier : Sunflower lecithin, Fleur de sel. 45% cacao min.","Per 100g: Energy: 1,889 kJ / 455 kcal; Fat: 35g (incl. saturated fats: 23g); Carbohydrates: 30g (incl. sugars: 29g); Protein: 2.9g; Salt: 0.15g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,£106.67 / Kg,Available in whole UK
cocoa-pods-bar-dark,Cocoa Pods Bar - 75% Dark Chocolate,,"Our Christmas Dark chocolate bar, featuring a unique blend highlighting various cocoa origins will take you back to the source of chocolate. Indulge in our chocolate bar adorned with cocoa pods, a true symbol of our foundational ingredient.",Bars,https://www.lechocolat-alainducasse.com/uk/cocoa-pods-bar-dark,£10.83,75g,['https://www.lechocolat-alainducasse.com/uk/4013/cocoa-pods-bar-dark.jpg'],This product is best eaten within 18 months of purchase,"Cocoa beans (Congo), sugar cane, cocoa butter, emulsifier: sunflower lecithin, fleur de sel. Cocoa: 75% min.","(for 100g): Energy value: 2228kJ/537kcal; Fats: 44g (of which saturated fats: 27g); Carbohydrates: 26g (of which sugars: 20g); rpoteins: 9,3g; Salt: 0,05g.","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,£144.44 / kg,Available in whole UK
cocoa-pods-bar,Cocoa Pods Bar - 45% Milk Chocolate,,"Our Christmas Milk chocolate bar, featuring a unique blend highlighting various cocoa origins will take you back to the source of chocolate. Indulge in our chocolate bar adorned with cocoa pods, a true symbol of our foundational ingredient.",Bars,https://www.lechocolat-alainducasse.com/uk/cocoa-pods-bar,£10.83,75g,['https://www.lechocolat-alainducasse.com/uk/4015/cocoa-pods-bar.jpg'],This product is best eaten within 18 months of purchase,"Sugar cane, cocoa beans (Ecuador), MILK powder, cocoa butter, fleur de sel, emulsifier: sunflower lecithin. Cocoa: 45% min.","(for 100g): Energy value: 2256kJ/542kcal; Fats: 38g (of which saturated fats: 23g); Carbohydrates: 40g (of which sugars: 37g); Proteins: 10g; Salt: 0,29g.","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£144.44 / kg,Available in whole UK
mendiant-bar-dark-chopped-pistachio,Chopped Pistachios - 75% Dark Chocolate,Mendiant Bar,"A dark chocolate bar with 75% cocoa covered with chopped pistachiosThe Mendiant chocolate bar hark back to the classic recipe of the same name, containing dried fruit... or not! Crunchy bars of chocolate covered with luscious ingredients, candied fruits, caramelised hazelnuts or chopped pistachios.",Valentine's Day,https://www.lechocolat-alainducasse.com/uk/mendiant-bar-dark-chopped-pistachio,£10.83,100g,"['https://www.lechocolat-alainducasse.com/uk/3401/mendiant-bar-dark-chopped-pistachio.jpg', 'https://www.lechocolat-alainducasse.com/uk/3402/mendiant-bar-dark-chopped-pistachio.jpg']",At its most delicious within 2 months of purchase,"Dark chocolate (cocoa beans, cocoa butter, sugar), emulsifier: non-GMO sunflower lecithin, vanilla pods, fleur de sel, pistachios (30%), sugar, fleur de sel. Cocoa: 75% minimum","For 100g : Energy 2276kJ/549kcal ; Fat: 41g (incl. Saturated fats: 20g) ; Carbohydrates: 29g (incl. saturated fats: 24g) ; Protein: 10g ; Salt: 0,06g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,£110.00 / Kg,Available in whole UK
mendiant-bar-dark-caramelized-hazelnut,Caramelised hazelnut - 75% Dark Chocolate,Mendiant Bar,"A dark chocolate bar with 75% cocoa covered in whole, caramelised hazelnutsThe Mendiant chocolate bar hark back to the classic recipe of the same name, containing dried fruit... or not! Crunchy bars of chocolate covered with luscious ingredients, candied fruits, caramelised hazelnuts or chopped pistachios.",Valentine's Day,https://www.lechocolat-alainducasse.com/uk/mendiant-bar-dark-caramelized-hazelnut,£10.83,100g,"['https://www.lechocolat-alainducasse.com/uk/3403/mendiant-bar-dark-caramelized-hazelnut.jpg', 'https://www.lechocolat-alainducasse.com/uk/3404/mendiant-bar-dark-caramelized-hazelnut.jpg']",At its most delicious within 2 months of purchase,"Dark chocolate (cocoa beans, cocoa butter, sugar, emulsifier: non-GMO sunflower lecithin, vanilla pods, fleur de sel.), hazelnuts (30%), sugar, fleur de sel. Cocoa: 75% minimum","For 100g : Energy 2379kJ/574kcal ; Fat: 44g (incl. Saturated fats: 18g) ; Carbohydrates: 28g (incl. saturated fats: 24g) ; Protein: 11g ; Salt: 0,06g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,£100.00 / Kg,Available in whole UK
mendiant-bar-caramelised-almond,Caramelised almonds - 75% Dark Chocolate,Mendiant Bar,"A dark chocolate bar with 75% cocoa covered in whole, caramelised almondsThe Mendiant chocolate bar hark back to the classic recipe of the same name, containing dried fruit... or not! Crunchy bars of chocolate covered with luscious ingredients, candied fruits, caramelised hazelnuts or chopped pistachios.",Bars,https://www.lechocolat-alainducasse.com/uk/mendiant-bar-caramelised-almond,£10.83,100g,"['https://www.lechocolat-alainducasse.com/uk/3405/mendiant-bar-caramelised-almond.jpg', 'https://www.lechocolat-alainducasse.com/uk/3406/mendiant-bar-caramelised-almond.jpg']",At its most delicious within 2 months of purchase,"Dark chocolate (cocoa beans, cocoa butter, sugar, emulsifier: non-GMO sunflower lecithin, vanilla pods, fleur de sel), almonds (30%), sugar, fleur de sel. Cocoa: 75% minimum","For 100g : Energy 2293kJ/553kcal ; Fat: 41g (incl. Saturated fats: 18g) ; Carbohydrates: 27g (incl. saturated fats: 24g) ; Protein: 13g ; Salt: 0,06g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,£100.00 / Kg,Available in whole UK
mendiant-bar-dark-almond-candied-orange-fig,Almonds & candied oranges & figs - 75% Dark Chocolate,Mendiant Bar,"A dark chocolate bar with 75% cocoa covered in whole, caramelised almonds, pistachios, pine nuts, morsels of figs and candied orangeThe Mendiant chocolate bar hark back to the classic recipe of the same name, containing dried fruit... or not! Crunchy bars of chocolate covered with luscious ingredients, candied fruits, caramelised hazelnuts or chopped pistachios.",Bars,https://www.lechocolat-alainducasse.com/uk/mendiant-bar-dark-almond-candied-orange-fig,£10.83,100g,"['https://www.lechocolat-alainducasse.com/uk/3407/mendiant-bar-dark-almond-candied-orange-fig.jpg', 'https://www.lechocolat-alainducasse.com/uk/3408/mendiant-bar-dark-almond-candied-orange-fig.jpg']",At its most delicious within 2 months of purchase,"Dark chocolate (cocoa beans, sugar, cocoa butter, emulsifier: non-GMO sunflower lecithin, vanilla pods, salt ""Fleur de sel"") almonds, hazelnuts, sugar, salt ""Fleur de sel"", oranges, glucose, dried figs, grapes, pistachios. Cocoa 75% minimum","For 100g : Energy 2067kJ/498kcal ; Fat: 34g (incl. Saturated fats: 17g) ; Carbohydrates: 34g (incl. saturated fats: 29g) ; Protein: 8,4g ; Salt: 0,07g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,£95.65 / Kg,Available in whole UK
mendiant-bar-milk-caramelized-almond,Caramelised almonds - 45% Milk Chocolate,Mendiant Bar,"A dark chocolate bar with 75% cocoa covered in whole, caramelised almondsThe Mendiant chocolate bar hark back to the classic recipe of the same name, containing dried fruit... or not! Crunchy bars of chocolate covered with luscious ingredients, candied fruits, caramelised hazelnuts or chopped pistachios.",Bars,https://www.lechocolat-alainducasse.com/uk/mendiant-bar-milk-caramelized-almond,£10.83,100g,"['https://www.lechocolat-alainducasse.com/uk/3409/mendiant-bar-milk-caramelized-almond.jpg', 'https://www.lechocolat-alainducasse.com/uk/3410/mendiant-bar-milk-caramelized-almond.jpg']",At its most delicious within 2 months of purchase,"Milk chocolate (cocoa beans, cocoa butter, sugar, powdered milk, emulsifier: non-GMO sunflower lecithin, vanilla pods, fleur de sel), almonds (60%), sugar, fleur de sel. Cocoa: 45% minimum","For 100g : Energy 2305kJ/554kcal ; Fat: 38g (incl. Saturated fats: 16g) ; Carbohydrates: 36g (incl. saturated fats: 35g) ; Protein: 14g ; Salt: 0,23g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£100.00 / Kg,Available in whole UK
mendiant-bar-milk-almond-orange-fig,Almonds & candied oranges & figs - 45% Milk Chocolate,Mendiant Bar,"A milk chocolate bar covered in whole, caramelised almonds, pistachios, pine nuts, morsels of figs and candied orangeThe Mendiant chocolate bar hark back to the classic recipe of the same name, containing dried fruit... or not! Crunchy bars of chocolate covered with luscious ingredients, candied fruits, caramelised hazelnuts or chopped pistachios.",Bars,https://www.lechocolat-alainducasse.com/uk/mendiant-bar-milk-almond-orange-fig,£10.83,100g,"['https://www.lechocolat-alainducasse.com/uk/3411/mendiant-bar-milk-almond-orange-fig.jpg', 'https://www.lechocolat-alainducasse.com/uk/3412/mendiant-bar-milk-almond-orange-fig.jpg']",At its most delicious within 2 months of purchase,"Milk chocolate (cocoa beans, sugar, milk powdered, cocoa butter, emulsifier: non-GMO sunflower lecithin, vanilla pods, salt ""Fleur de sel"") almonds, hazelnuts, sugar, salt ""Fleur de sel"", oranges, glucose, dried figs, grapes, pistachios. Cocoa 45% minimum","For 100g : Energy 2077kJ/498kcal ; Fat: 31g (incl. Saturated fats: 15g) ; Carbohydrates: 43g (incl. saturated fats: 40g) ; Protein: 9,2g ; Salt: 0,23g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£95.65 / Kg,Available in whole UK
mendiant-bar-milk-chopped-pistachio,Chopped Pistachios - 45% Milk Chocolate,Mendiant Bar,"A milk chocolate bar covered in whole, chopped pistachios The Mendiant chocolate bar hark back to the classic recipe of the same name, containing dried fruit... or not! Crunchy bars of chocolate covered with luscious ingredients, candied fruits, caramelised hazelnuts or chopped pistachios.",Mother's Day,https://www.lechocolat-alainducasse.com/uk/mendiant-bar-milk-chopped-pistachio,£10.83,100g,"['https://www.lechocolat-alainducasse.com/uk/3413/mendiant-bar-milk-chopped-pistachio.jpg', 'https://www.lechocolat-alainducasse.com/uk/3414/mendiant-bar-milk-chopped-pistachio.jpg']",At its most delicious within 2 months of purchase,"Milk chocolate (cocoa beans, cocoa butter, sugar, powdered milk), emulsifier: non-GMO sunflower lecithin, vanilla pods, fleur de sel. pistachios (30%), sugar, fleur de sel. Cocoa: 45% minimum","For 100g : Energy 2299kJ/553kcal ; Fat: 38g (incl. Saturated fats: 18g) ; Carbohydrates: 39g (incl. saturated fats: 36g) ; Protein: 11g ; Salt: 0,25g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£110.00 / Kg,Available in whole UK
mendiant-bar-milk-caramelized-hazelnut,Caremelised hazelnut - 45% Milk Chocolate,Mendiant Bar,"A milk chocolate bar covered in whole, caramelised hazelnutsThe Mendiant chocolate bar hark back to the classic recipe of the same name, containing dried fruit... or not! Crunchy bars of chocolate covered with luscious ingredients, candied fruits, caramelised hazelnuts or chopped pistachios.",Bars,https://www.lechocolat-alainducasse.com/uk/mendiant-bar-milk-caramelized-hazelnut,£10.83,100g,"['https://www.lechocolat-alainducasse.com/uk/3415/mendiant-bar-milk-caramelized-hazelnut.jpg', 'https://www.lechocolat-alainducasse.com/uk/3416/mendiant-bar-milk-caramelized-hazelnut.jpg']",At its most delicious within 2 months of purchase,"Milk chocolate (cocoa beans, cocoa butter, sugar, powdered milk, emulsifier: non-GMO sunflower lecithin, vanilla pods, fleur de sel.), hazelnuts (30%), sugar, fleur de sel. Cocoa: 45% minimum","For 100g : Energy 2374kJ/571kcal ; Fat: 41g (incl. Saturated fats: 16g) ; Carbohydrates: 37g (incl. saturated fats: 36g) ; Protein: 11g ; Salt: 0,23g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£100.00 / Kg,Available in whole UK
single-origin-bar-equador-85,Ecuador National Arriba - 85% Dark Chocolate,Grand Cru Bar,"With a 5,000-year-old genetic lineage, Ecuador s famous heirloom cocoa - Nacional - from the Finca Garyth farm embodies centuries of cocoa tradition.A true single-origin  grand cru , it is a complex blend of wild tropical flavours, fresh almonds, a vegetal undertone and banana in the finish.The Single-Origin bars explore the original taste of cocoa beans from diverse provenances.",Bars,https://www.lechocolat-alainducasse.com/uk/single-origin-bar-equador-85,£10.00,75g,"['https://www.lechocolat-alainducasse.com/uk/3299/single-origin-bar-equador-85.jpg', 'https://www.lechocolat-alainducasse.com/uk/3635/single-origin-bar-equador-85.jpg']",This product is best eaten within 18 months of purchase,"Cocoa beans (Ecuador), cocoa butter, sugar, emulsifier: non-GMO sunflower lecithin, vanilla pods, fleur de sel. Cocoa : 85% minimum",Per 100g: Energy : 2408kJ/580kcal; Fat: 43g (incl. saturated fats: 16g); Carbohydrates: 36g (incl. sugars: 15g); Proteins: 9.9g; Salt: 0.41g.,"All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,£146.67 / Kg,Available in whole UK
tanzanie,Tanzanie - 75% Dark Chocolate,Grand Cru Bar,"Cru d'Exception among our range of chocolate bars, this chocolate from Tanzania presents bright and fruity notes. Notes of citrus, acidulous and fresh, emerge during tasting. From the cocoa bean to the chocolate bar, including roasting and conching, all the production stages are carried out in our factory. With a range of different origins, our Cru d'Exception chocolate bars explore the original taste of cocoa beans.",Bars,https://www.lechocolat-alainducasse.com/uk/tanzanie,£7.50,75g,"['https://www.lechocolat-alainducasse.com/uk/3390/tanzanie.jpg', 'https://www.lechocolat-alainducasse.com/uk/3634/tanzanie.jpg']",This product is best eaten within 18 months of purchase,"Cocoa beans (Tanzania), cane sugar, cocoa butter, flower of salt, emulsifier: sunflower lecithin. Cocoa: 75% minimum. May contain traces of gluten, milk, eggs, nuts, peanuts, sesame and soy.","(per 100g): Energy value: 2228kJ/537kcal; fats: 44g (of which saturated fatty acids: 27g); carbohydrates: 26g (of which sugars: 20g); proteins: 9,3g; salt: 0,03g.","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,£100.00 / kg,Available in whole UK
single-origin-bar-dark-java-75,Java - 75% Dark Chocolate,Grand Cru Bar,"A smoky dark chocolate beans originating from the Island of Java, Indonesia.The Single-Origin bars explore the purity and diversity of various sources. With a range of different origins and as many refined flavours, our bars reveal the personality of their producing country and terroir.",Bars,https://www.lechocolat-alainducasse.com/uk/single-origin-bar-dark-java-75,£7.50,75g,"['https://www.lechocolat-alainducasse.com/uk/3270/single-origin-bar-dark-java-75.jpg', 'https://www.lechocolat-alainducasse.com/uk/3655/single-origin-bar-dark-java-75.jpg']",This product is best eaten within 18 months of purchase,"Cocoa beans Java, sugar, cocoa butter, emulsifier: sunflower lecithin GMO-free, vanilla pods, salt. Cocoa 75% minimum","For 100g : Energy 2243kJ/541kcal ; Fat: 41g (incl. Saturated fats: 25g) ; Carbohydrates: 28g (incl. saturated fats: 24g) ; Protein: 8,6g ; Salt: 0,07g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,£106.67 / Kg,Available in whole UK
colombie-criollo,Colombie Criollo - 75% Dark Chocolate,Grand Cru Bar,"Cru d'Exception from Latin America, this dark chocolate comes from Colombian Criollo beans. With its 75% cocoa, this dark chocolate presents soft and balanced notes. With a palette of different origins, our Cru d'Exception chocolate bars explore the original taste of cocoa beans.",Bars,https://www.lechocolat-alainducasse.com/uk/colombie-criollo,£10.00,75g,"['https://www.lechocolat-alainducasse.com/uk/3388/colombie-criollo.jpg', 'https://www.lechocolat-alainducasse.com/uk/3636/colombie-criollo.jpg']",This product is best eaten within 18 months of purchase,"Cocoa beans (Colombia), cane sugar, cocoa butter, flower of salt, emulsifier: sunflower lecithin. Cocoa: 75% minimum. May contain traces of gluten, milk, eggs, nuts, peanuts, sesame and soy.","For 100g: Energy value: 2228kJ/537kcal; fats: 44g (of which saturated fatty acids: 27g); carbohydrates: 26g (of which sugars: 20g); proteins: 9,3g; salt: 0,03g.","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,£133.33 / kg,Available in whole UK
single-origin-dark-mexico-75-grand-cru,Mexico Criollo & Almendra Blanca - 75% Dark Chocolate,Grand Cru Bar,"A true single-origin ""grand cru"", this chocolate from Mexico - the origin country of cocoa is made from Criollo & Almendra Blanca beans of the Tacotalpa region. Nurtured by the warmth and humidity of the country, they offer an abundance of citrus and tonic notes and reveal a discreet bitterness.The Single-Origin bars explore the original taste of cocoa beans from diverse provenances.",Bars,https://www.lechocolat-alainducasse.com/uk/single-origin-dark-mexico-75-grand-cru,£10.00,75g,"['https://www.lechocolat-alainducasse.com/uk/3297/single-origin-dark-mexico-75-grand-cru.jpg', 'https://www.lechocolat-alainducasse.com/uk/3657/single-origin-dark-mexico-75-grand-cru.jpg']",This product is best eaten within 18 months of purchase,"Cocoa beans (Mexico), cocoa butter, sugar, sunflower lecithin emulsifier, vanilla, flower of salt. Cocoa 75% min.","For 100g : Energy 2243kJ/541kcal ; Fat: 41g (incl. Saturated fats: 25g) ; Carbohydrates: 28g (incl. saturated fats: 24g) ; Protein: 8,6g ; Salt: 0,07g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,£146.67 / Kg,Available in whole UK
single-origin-bar-dark-sao-tome-amelonado-75-grand-cru,Sao Tome & Principe Amelonado - 75% Dark Chocolate,Grand Cru Bar,Grand cru cocoa beans: S o Tom  cacao originates from the first importations of chocolate in to Africa. This traditional pure product is from an Amelonado variety. Its distinctive features include aromas of dried fruits.The Single-Origin bars explore the purity and diversity of various sources.,Bars,https://www.lechocolat-alainducasse.com/uk/single-origin-bar-dark-sao-tome-amelonado-75-grand-cru,£10.00,75g,"['https://www.lechocolat-alainducasse.com/uk/3312/single-origin-bar-dark-sao-tome-amelonado-75-grand-cru.jpg', 'https://www.lechocolat-alainducasse.com/uk/3641/single-origin-bar-dark-sao-tome-amelonado-75-grand-cru.jpg']",This product is best eaten within 18 months of purchase,"Cocoa beans (Sao Tome), cocoa butter, sugar, emulsifier: non-GMO sunflower lecithin, sea salt.","For 100g : Energy 2243kJ/541kcal ; Fat: 41g (incl. Saturated fats: 25g) ; Carbohydrates: 28g (incl. saturated fats: 24g) ; Protein: 8,6g ; Salt: 0,07g","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",Yes,£146.67 / Kg,Available in whole UK
ecuador-chocolate-milk-60,Equateur - 60% Milk Chocolate,Grand Cru Bar,"From Ecuador, this grand cru milk chocolate bar offers round and floral notes. Its high cocoa content for a milk chocolate, 60%, makes it an intensely tasty and low sugar chocolate.",Bars,https://www.lechocolat-alainducasse.com/uk/ecuador-chocolate-milk-60,£7.50,75g,"['https://www.lechocolat-alainducasse.com/uk/3551/ecuador-chocolate-milk-60.jpg', 'https://www.lechocolat-alainducasse.com/uk/3638/ecuador-chocolate-milk-60.jpg']",This product is best eaten within 18 months of purchase,"Cocoa beans (Ecuador), cane sugar, milk powder, cocoa butter, flower of salt, emulisfier: sunflower lecithin. Cocoa: 60% minimum. May contain traces of gluten, nuts, peanuts, eggs, sesame and soy.","Per 100g: Energy value: 2231kJ/537kcal; fats: 41g (of which saturated fatty acids: 25g); carbohydrates: 32g (of which sugars: 27g); proteins: 10g; salt: 0,15g.","All our products may contain traces of milk, eggs, gluten, nuts, peanuts, sesame and soya.",No,£100.00 / kg,Available in whole UK
